"","ensembl_transcript_id","ensembl_gene_id","mgi_symbol","chromosome_name","transcript_biotype","transcript_start","transcript_end","transcript_count","feature_symbol","feature_id"
"1657","ENSMUST00000017288","ENSMUSG00000017144","Rnd3","2","protein_coding",51130438,51149111,3,"Rnd3","ENSMUSG00000017144"
"1658","ENSMUST00000017290","ENSMUSG00000017146","Brca1","11","protein_coding",101488764,101551879,7,"Brca1","ENSMUSG00000017146"
"1659","ENSMUST00000017309","ENSMUSG00000017165","Gast","11","protein_coding",100334407,100336996,1,"Gast","ENSMUSG00000017165"
"1660","ENSMUST00000138942","ENSMUSG00000017167","Cntnap1","11","processed_transcript",101170523,101178316,2,"Cntnap1","ENSMUSG00000017167"
"1661","ENSMUST00000107398","ENSMUSG00000017176","Nt5c3b","11","protein_coding",100422321,100441808,11,"Nt5c3b","ENSMUSG00000017176"
"1662","ENSMUST00000017332","ENSMUSG00000017188","Coa3","11","protein_coding",101277968,101279114,2,"Coa3","ENSMUSG00000017188"
"1663","ENSMUST00000107509","ENSMUSG00000017195","Zpbp2","11","protein_coding",98551150,98558656,6,"Zpbp2","ENSMUSG00000017195"
"1664","ENSMUST00000017348","ENSMUSG00000017204","Gsdma","11","protein_coding",98664351,98677708,1,"Gsdma","ENSMUSG00000017204"
"1665","ENSMUST00000125064","ENSMUSG00000017210","Med24","11","retained_intron",98704591,98728834,12,"Med24","ENSMUSG00000017210"
"1666","ENSMUST00000093938","ENSMUSG00000017211","Gsdma2","11","protein_coding",98646759,98657964,7,"Gsdma2","ENSMUSG00000017211"
"1667","ENSMUST00000017365","ENSMUSG00000017221","Psmd3","11","protein_coding",98682554,98695979,5,"Psmd3","ENSMUSG00000017221"
"1668","ENSMUST00000017408","ENSMUSG00000017264","Exosc10","4","protein_coding",148558429,148582401,8,"Exosc10","ENSMUSG00000017264"
"1669","ENSMUST00000169532","ENSMUSG00000017286","Glod4","11","retained_intron",76120987,76243675,9,"Glod4","ENSMUSG00000017286"
"1670","ENSMUST00000056601","ENSMUSG00000017288","Vps53","11","protein_coding",76046226,76179647,16,"Vps53","ENSMUSG00000017288"
"1671","ENSMUST00000017435","ENSMUSG00000017291","Taok1","11","protein_coding",77529162,77585506,2,"Taok1","ENSMUSG00000017291"
"1672","ENSMUST00000017443","ENSMUSG00000017299","Dnttip1","2","protein_coding",164745983,164768607,4,"Dnttip1","ENSMUSG00000017299"
"1673","ENSMUST00000103095","ENSMUSG00000017300","Tnnc2","2","protein_coding",164777161,164779741,2,"Tnnc2","ENSMUSG00000017300"
"1674","ENSMUST00000133053","ENSMUSG00000017307","Acot8","2","retained_intron",164792768,164796489,5,"Acot8","ENSMUSG00000017307"
"1675","ENSMUST00000123895","ENSMUSG00000017309","Cd300lg","11","protein_coding",102041509,102050529,4,"Cd300lg","ENSMUSG00000017309"
"1676","ENSMUST00000017454","ENSMUSG00000017310","Spint4","2","protein_coding",164698501,164702453,1,"Spint4","ENSMUSG00000017310"
"1677","ENSMUST00000177304","ENSMUSG00000017311","Pyy","11","protein_coding",102106676,102107822,4,"Pyy","ENSMUSG00000017311"
"1678","ENSMUST00000017458","ENSMUSG00000017314","Mpp2","11","protein_coding",102057015,102088515,6,"Mpp2","ENSMUSG00000017314"
"1679","ENSMUST00000128479","ENSMUSG00000017344","Vtn","11","retained_intron",78499091,78500585,4,"Vtn","ENSMUSG00000017344"
"1680","ENSMUST00000142739","ENSMUSG00000017376","Nlk","11","protein_coding",78567168,78697373,4,"Nlk","ENSMUSG00000017376"
"1681","ENSMUST00000149437","ENSMUSG00000017386","Traf4","11","retained_intron",78158499,78165589,3,"Traf4","ENSMUSG00000017386"
"1682","ENSMUST00000102478","ENSMUSG00000017390","Aldoc","11","protein_coding",78324200,78326760,6,"Aldoc","ENSMUSG00000017390"
"1683","ENSMUST00000017544","ENSMUSG00000017400","Stac2","11","protein_coding",98036623,98053462,2,"Stac2","ENSMUSG00000017400"
"1684","ENSMUST00000092425","ENSMUSG00000017404","Rpl19","11","protein_coding",98026710,98030492,3,"Rpl19","ENSMUSG00000017404"
"1685","ENSMUST00000152611","ENSMUSG00000017405","Nek8","11","retained_intron",78166106,78176611,8,"Nek8","ENSMUSG00000017405"
"1686","ENSMUST00000102760","ENSMUSG00000017412","Cacnb4","2","protein_coding",52428325,52558560,6,"Cacnb4","ENSMUSG00000017412"
"1687","ENSMUST00000017561","ENSMUSG00000017417","Plxdc1","11","protein_coding",97923238,97986444,4,"Plxdc1","ENSMUSG00000017417"
"1688","ENSMUST00000017562","ENSMUSG00000017418","Arl5b","2","protein_coding",15049395,15082452,7,"Arl5b","ENSMUSG00000017418"
"1689","ENSMUST00000178665","ENSMUSG00000017421","Zfp207","11","nonsense_mediated_decay",80383279,80405733,8,"Zfp207","ENSMUSG00000017421"
"1690","ENSMUST00000172641","ENSMUSG00000017428","Psmd11","11","retained_intron",80428615,80434538,15,"Psmd11","ENSMUSG00000017428"
"1691","ENSMUST00000124861","ENSMUSG00000017446","C1qtnf1","11","protein_coding",118428203,118443843,4,"C1qtnf1","ENSMUSG00000017446"
"1692","ENSMUST00000017597","ENSMUSG00000017453","Pipox","11","protein_coding",77880615,77894096,3,"Pipox","ENSMUSG00000017453"
"1693","ENSMUST00000017610","ENSMUSG00000017466","Timp2","11","protein_coding",118301069,118355506,2,"Timp2","ENSMUSG00000017466"
"1694","ENSMUST00000017629","ENSMUSG00000017485","Top2b","14","protein_coding",16365179,16435462,8,"Top2b","ENSMUSG00000017485"
"1695","ENSMUST00000063750","ENSMUSG00000017491","Rarb","14","protein_coding",16430839,16575543,7,"Rarb","ENSMUSG00000017491"
"1696","ENSMUST00000017637","ENSMUSG00000017493","Igfbp4","11","protein_coding",99041244,99054392,6,"Igfbp4","ENSMUSG00000017493"
"1697","ENSMUST00000092706","ENSMUSG00000017499","Cdc6","11","protein_coding",98907801,98923936,4,"Cdc6","ENSMUSG00000017499"
"1698","ENSMUST00000017692","ENSMUSG00000017548","Suz12","11","protein_coding",79993106,80034123,6,"Suz12","ENSMUSG00000017548"
"1699","ENSMUST00000108239","ENSMUSG00000017550","Atad5","11","protein_coding",80089400,80135794,4,"Atad5","ENSMUSG00000017550"
"1700","ENSMUST00000103233","ENSMUSG00000017561","Crlf3","11","protein_coding",80046493,80080938,8,"Crlf3","ENSMUSG00000017561"
"1701","ENSMUST00000017732","ENSMUSG00000017588","Krt27","11","protein_coding",99345565,99351104,1,"Krt27","ENSMUSG00000017588"
"1702","ENSMUST00000017751","ENSMUSG00000017607","Tns4","11","protein_coding",99065678,99089306,4,"Tns4","ENSMUSG00000017607"
"1703","ENSMUST00000017759","ENSMUSG00000017615","Tnfaip1","11","protein_coding",78522850,78536271,2,"Tnfaip1","ENSMUSG00000017615"
"1704","ENSMUST00000094012","ENSMUSG00000017631","Abr","11","protein_coding",76416734,76509419,13,"Abr","ENSMUSG00000017631"
"1705","ENSMUST00000155381","ENSMUSG00000017639","Rab11fip4","11","protein_coding",79660562,79683498,2,"Rab11fip4","ENSMUSG00000017639"
"1706","ENSMUST00000154443","ENSMUSG00000017652","Cd40","2","nonsense_mediated_decay",165055627,165062723,7,"Cd40","ENSMUSG00000017652"
"1707","ENSMUST00000130393","ENSMUSG00000017664","Slc35c2","2","protein_coding",165282879,165287772,16,"Slc35c2","ENSMUSG00000017664"
"1708","ENSMUST00000103084","ENSMUSG00000017667","Zfp334","2","protein_coding",165374264,165388259,1,"Zfp334","ENSMUSG00000017667"
"1709","ENSMUST00000103091","ENSMUSG00000017670","Elmo2","2","protein_coding",165288031,165320826,12,"Elmo2","ENSMUSG00000017670"
"1710","ENSMUST00000017821","ENSMUSG00000017677","Wsb1","11","protein_coding",79239372,79254671,7,"Wsb1","ENSMUSG00000017677"
"1711","ENSMUST00000109408","ENSMUSG00000017679","Ttpal","2","protein_coding",163602322,163616500,7,"Ttpal","ENSMUSG00000017679"
"1712","ENSMUST00000077451","ENSMUSG00000017686","Rhot1","11","protein_coding",80209019,80266812,9,"Rhot1","ENSMUSG00000017686"
"1713","ENSMUST00000108393","ENSMUSG00000017688","Hnf4g","3","protein_coding",3508030,3657844,2,"Hnf4g","ENSMUSG00000017688"
"1714","ENSMUST00000017836","ENSMUSG00000017692","Rhbdl3","11","protein_coding",80300912,80355955,3,"Rhbdl3","ENSMUSG00000017692"
"1715","ENSMUST00000017841","ENSMUSG00000017697","Ada","2","protein_coding",163726584,163750239,2,"Ada","ENSMUSG00000017697"
"1716","ENSMUST00000017851","ENSMUSG00000017707","Serinc3","2","protein_coding",163623272,163645131,2,"Serinc3","ENSMUSG00000017707"
"1717","ENSMUST00000033230","ENSMUSG00000017713","Tha1","11","protein_coding",117867952,117873459,3,"Tha1","ENSMUSG00000017713"
"1718","ENSMUST00000132676","ENSMUSG00000017715","Pgs1","11","protein_coding",117986292,118024011,4,"Pgs1","ENSMUSG00000017715"
"1719","ENSMUST00000081387","ENSMUSG00000017716","Birc5","11","protein_coding",117849251,117855732,2,"Birc5","ENSMUSG00000017716"
"1720","ENSMUST00000073388","ENSMUSG00000017718","Afmid","11","protein_coding",117825924,117839908,6,"Afmid","ENSMUSG00000017718"
"1721","ENSMUST00000103101","ENSMUSG00000017721","Pigt","2","protein_coding",164497520,164508301,5,"Pigt","ENSMUSG00000017721"
"1722","ENSMUST00000146270","ENSMUSG00000017723","Wfdc2","2","processed_transcript",164562413,164563550,5,"Wfdc2","ENSMUSG00000017723"
"1723","ENSMUST00000107176","ENSMUSG00000017724","Etv4","11","protein_coding",101769747,101785371,12,"Etv4","ENSMUSG00000017724"
"1724","ENSMUST00000103100","ENSMUSG00000017733","Eppin","2","protein_coding",164588343,164593594,1,"Eppin","ENSMUSG00000017733"
"1725","ENSMUST00000109350","ENSMUSG00000017734","Dbndd2","2","protein_coding",164486106,164490767,6,"Dbndd2","ENSMUSG00000017734"
"1726","ENSMUST00000137626","ENSMUSG00000017737","Mmp9","2","protein_coding",164940780,164948894,4,"Mmp9","ENSMUSG00000017737"
"1727","ENSMUST00000125867","ENSMUSG00000017740","Slc12a5","2","nonsense_mediated_decay",164960802,164962752,10,"Slc12a5","ENSMUSG00000017740"
"1728","ENSMUST00000017891","ENSMUSG00000017747","Ghdc","11","protein_coding",100766032,100770957,3,"Ghdc","ENSMUSG00000017747"
"1729","ENSMUST00000109316","ENSMUSG00000017754","Pltp","2","protein_coding",164839518,164857542,7,"Pltp","ENSMUSG00000017754"
"1730","ENSMUST00000222742","ENSMUSG00000017756","Slc12a7","13","processed_transcript",73733094,73796944,11,"Slc12a7","ENSMUSG00000017756"
"1731","ENSMUST00000103093","ENSMUSG00000017760","Ctsa","2","protein_coding",164832873,164840019,17,"Ctsa","ENSMUSG00000017760"
"1732","ENSMUST00000017908","ENSMUSG00000017764","Zswim1","2","protein_coding",164822686,164826871,2,"Zswim1","ENSMUSG00000017764"
"1733","ENSMUST00000116429","ENSMUSG00000017765","Slc12a4","8","protein_coding",105943590,105966044,5,"Slc12a4","ENSMUSG00000017765"
"1734","ENSMUST00000141411","ENSMUSG00000017767","Spata25","2","processed_transcript",164826389,164828528,2,"Spata25","ENSMUSG00000017767"
"1735","ENSMUST00000102505","ENSMUSG00000017774","Myo1c","11","protein_coding",75650504,75673910,10,"Myo1c","ENSMUSG00000017774"
"1736","ENSMUST00000017920","ENSMUSG00000017776","Crk","11","protein_coding",75679259,75706065,5,"Crk","ENSMUSG00000017776"
"1737","ENSMUST00000078764","ENSMUSG00000017778","Cox7c","13","protein_coding",86044816,86046460,4,"Cox7c","ENSMUSG00000017778"
"1738","ENSMUST00000143219","ENSMUSG00000017781","Pitpna","11","protein_coding",75588097,75628804,6,"Pitpna","ENSMUSG00000017781"
"1739","ENSMUST00000107302","ENSMUSG00000017801","Mlx","11","protein_coding",101087277,101092207,7,"Mlx","ENSMUSG00000017801"
"1740","ENSMUST00000154513","ENSMUSG00000017802","Retreg3","11","processed_transcript",101096322,101119893,5,"Retreg3","ENSMUSG00000017802"
"1741","ENSMUST00000017974","ENSMUSG00000017830","Dhx58","11","protein_coding",100694884,100704271,6,"Dhx58","ENSMUSG00000017830"
"1742","ENSMUST00000017975","ENSMUSG00000017831","Rab5a","17","protein_coding",53479234,53507671,1,"Rab5a","ENSMUSG00000017831"
"1743","ENSMUST00000017976","ENSMUSG00000017832","Hspb9","11","protein_coding",100713922,100714573,2,"Hspb9","ENSMUSG00000017832"
"1744","ENSMUST00000107376","ENSMUSG00000017837","Nkiras2","11","protein_coding",100619244,100626799,6,"Nkiras2","ENSMUSG00000017837"
"1745","ENSMUST00000222276","ENSMUSG00000017843","Ppp2r5c","12","protein_coding",110447120,110450999,7,"Ppp2r5c","ENSMUSG00000017843"
"1746","ENSMUST00000018002","ENSMUSG00000017858","Ift52","2","protein_coding",163017354,163046141,4,"Ift52","ENSMUSG00000017858"
"1747","ENSMUST00000018005","ENSMUSG00000017861","Mybl2","2","protein_coding",163054687,163084688,5,"Mybl2","ENSMUSG00000017861"
"1748","ENSMUST00000018012","ENSMUSG00000017868","Sgk2","2","protein_coding",162987330,163014127,3,"Sgk2","ENSMUSG00000017868"
"1749","ENSMUST00000063433","ENSMUSG00000017897","Eya2","2","protein_coding",165655298,165771727,6,"Eya2","ENSMUSG00000017897"
"1750",NA,NA,NA,NA,NA,NA,NA,NA,"ENSMUSG00000017914","ENSMUSG00000017914"
"1751","ENSMUST00000155623","ENSMUSG00000017929","B4galt5","2","processed_transcript",167307610,167313855,4,"B4galt5","ENSMUSG00000017929"
"1752","ENSMUST00000109421","ENSMUSG00000017943","Gdap1l1","2","protein_coding",163438478,163453952,4,"Gdap1l1","ENSMUSG00000017943"
"1753","ENSMUST00000143911","ENSMUSG00000017950","Hnf4a","2","protein_coding",163506808,163552635,5,"Hnf4a","ENSMUSG00000017950"
"1754","ENSMUST00000088041","ENSMUSG00000017969","Ptgis","2","protein_coding",167191805,167240589,3,"Ptgis","ENSMUSG00000017969"
"1755","ENSMUST00000115358","ENSMUSG00000017978","Cadps2","6","protein_coding",23262773,23839420,13,"Cadps2","ENSMUSG00000017978"
"1756","ENSMUST00000018143","ENSMUSG00000017999","Ddx27","2","protein_coding",167015193,167034947,6,"Ddx27","ENSMUSG00000017999"
"1757","ENSMUST00000116456","ENSMUSG00000018001","Cyth3","5","protein_coding",143622447,143710250,6,"Cyth3","ENSMUSG00000018001"
"1758","ENSMUST00000043069","ENSMUSG00000018008","Cyth4","15","protein_coding",78597047,78622019,1,"Cyth4","ENSMUSG00000018008"
"1759","ENSMUST00000018156","ENSMUSG00000018012","Rac3","11","protein_coding",120721470,120723969,3,"Rac3","ENSMUSG00000018012"
"1760","ENSMUST00000018184","ENSMUSG00000018040","Rrp7a","15","protein_coding",83113433,83122801,5,"Rrp7a","ENSMUSG00000018040"
"1761","ENSMUST00000018186","ENSMUSG00000018042","Cyb5r3","15","protein_coding",83153494,83172592,3,"Cyb5r3","ENSMUSG00000018042"
"1762","ENSMUST00000018212","ENSMUSG00000018068","Ints2","11","protein_coding",86210681,86257550,11,"Ints2","ENSMUSG00000018068"
"1763","ENSMUST00000201614","ENSMUSG00000018076","Med13l","5","retained_intron",118560679,118720114,6,"Med13l","ENSMUSG00000018076"
"1764","ENSMUST00000018246","ENSMUSG00000018102","Hist1h2bc","13","protein_coding",23684199,23692908,1,"Hist1h2bc","ENSMUSG00000018102"
"1765","ENSMUST00000165408","ENSMUSG00000018126","Baiap2l2","15","protein_coding",79258195,79285537,5,"Baiap2l2","ENSMUSG00000018126"
"1766","ENSMUST00000018287","ENSMUSG00000018143","Mafk","5","protein_coding",139791513,139802653,3,"Mafk","ENSMUSG00000018143"
"1767","ENSMUST00000129557","ENSMUSG00000018160","Med1","11","processed_transcript",98169911,98193276,7,"Med1","ENSMUSG00000018160"
"1768","ENSMUST00000082059","ENSMUSG00000018166","Erbb3","10","protein_coding",128567523,128589652,1,"Erbb3","ENSMUSG00000018166"
"1769","ENSMUST00000018311","ENSMUSG00000018167","Stard3","11","protein_coding",98358368,98381099,7,"Stard3","ENSMUSG00000018167"
"1770","ENSMUST00000103141","ENSMUSG00000018168","Ikzf3","11","protein_coding",98464902,98545800,4,"Ikzf3","ENSMUSG00000018168"
"1771","ENSMUST00000018313","ENSMUSG00000018169","Mfng","15","protein_coding",78755882,78773475,4,"Mfng","ENSMUSG00000018169"
"1772","ENSMUST00000018315","ENSMUSG00000018171","Vmp1","11","protein_coding",86583865,86683836,8,"Vmp1","ENSMUSG00000018171"
"1773","ENSMUST00000189936","ENSMUSG00000018189","Uchl5","1","protein_coding",143777272,143807305,8,"Uchl5","ENSMUSG00000018189"
"1774","ENSMUST00000185367","ENSMUSG00000018196","Glrx2","1","retained_intron",143716338,143746774,13,"Glrx2","ENSMUSG00000018196"
"1775","ENSMUST00000159879","ENSMUSG00000018199","Trove2","1","protein_coding",143750790,143777068,2,"Trove2","ENSMUSG00000018199"
"1776","ENSMUST00000018353","ENSMUSG00000018209","Stk4","2","protein_coding",164074138,164155524,5,"Stk4","ENSMUSG00000018209"
"1777","ENSMUST00000018355","ENSMUSG00000018211","Wfdc15b","2","protein_coding",164214454,164221631,3,"Wfdc15b","ENSMUSG00000018211"
"1778","ENSMUST00000018361","ENSMUSG00000018217","Pmp22","11","protein_coding",63131512,63159547,5,"Pmp22","ENSMUSG00000018217"
"1779","ENSMUST00000156037","ENSMUSG00000018238","Gdf9","11","processed_transcript",53431023,53436902,3,"Gdf9","ENSMUSG00000018238"
"1780","ENSMUST00000018383","ENSMUSG00000018239","Zcchc10","11","protein_coding",53324679,53333301,2,"Zcchc10","ENSMUSG00000018239"
"1781","ENSMUST00000018403","ENSMUSG00000018259","Prl8a2","13","protein_coding",27345673,27354216,3,"Prl8a2","ENSMUSG00000018259"
"1782","ENSMUST00000202723","ENSMUSG00000018263","Tbx5","5","protein_coding",119832668,119840886,3,"Tbx5","ENSMUSG00000018263"
"1783","ENSMUST00000145503","ENSMUSG00000018286","Psmb6","11","retained_intron",70525367,70526424,4,"Psmb6","ENSMUSG00000018286"
"1784","ENSMUST00000018431","ENSMUSG00000018287","Spag7","11","protein_coding",70663771,70669416,4,"Spag7","ENSMUSG00000018287"
"1785","ENSMUST00000018437","ENSMUSG00000018293","Pfn1","11","protein_coding",70651850,70654644,4,"Pfn1","ENSMUSG00000018293"
"1786","ENSMUST00000109384","ENSMUSG00000018322","Tomm34","2","protein_coding",164053540,164071169,3,"Tomm34","ENSMUSG00000018322"
"1787","ENSMUST00000018470","ENSMUSG00000018326","Ywhab","2","protein_coding",163994960,164018588,2,"Ywhab","ENSMUSG00000018326"
"1788","ENSMUST00000018478","ENSMUSG00000018334","Ksr1","11","protein_coding",79013440,79146407,7,"Ksr1","ENSMUSG00000018334"
"1789","ENSMUST00000125094","ENSMUSG00000018339","Gpx3","11","protein_coding",54902453,54909576,3,"Gpx3","ENSMUSG00000018339"
"1790","ENSMUST00000108883","ENSMUSG00000018340","Anxa6","11","protein_coding",54979108,55033445,3,"Anxa6","ENSMUSG00000018340"
"1791","ENSMUST00000117441","ENSMUSG00000018341","Il12rb2","6","protein_coding",67291318,67339694,2,"Il12rb2","ENSMUSG00000018341"
"1792","ENSMUST00000018491","ENSMUSG00000018347","Zkscan6","11","protein_coding",65807244,65829239,2,"Zkscan6","ENSMUSG00000018347"
"1793","ENSMUST00000145331","ENSMUSG00000018362","Kpna2","11","nonsense_mediated_decay",106988629,106999440,7,"Kpna2","ENSMUSG00000018362"
"1794","ENSMUST00000103067","ENSMUSG00000018363","Smurf2","11","protein_coding",106820066,106920715,6,"Smurf2","ENSMUSG00000018363"
"1795","ENSMUST00000018516","ENSMUSG00000018372","Cep95","11","protein_coding",106789275,106818853,7,"Cep95","ENSMUSG00000018372"
"1796","ENSMUST00000018521","ENSMUSG00000018377","Vezf1","11","protein_coding",88068279,88084729,2,"Vezf1","ENSMUSG00000018377"
"1797","ENSMUST00000131964","ENSMUSG00000018378","Cuedc1","11","processed_transcript",88098058,88100108,7,"Cuedc1","ENSMUSG00000018378"
"1798","ENSMUST00000139129","ENSMUSG00000018379","Srsf1","11","protein_coding",88047373,88053755,7,"Srsf1","ENSMUSG00000018379"
"1799","ENSMUST00000059026","ENSMUSG00000018381","Abi3","11","protein_coding",95830074,95842409,4,"Abi3","ENSMUSG00000018381"
"1800","ENSMUST00000109013","ENSMUSG00000018387","Shroom1","11","protein_coding",53457205,53467766,6,"Shroom1","ENSMUSG00000018387"
"1801","ENSMUST00000057330","ENSMUSG00000018395","Kif3a","11","protein_coding",53567379,53601105,8,"Kif3a","ENSMUSG00000018395"
"1802","ENSMUST00000142800","ENSMUSG00000018398","Sept8","11","protein_coding",53519257,53534616,7,"Sept8","ENSMUSG00000018398"
"1803","ENSMUST00000103179","ENSMUSG00000018401","Mtmr4","11","protein_coding",87592162,87616302,6,"Mtmr4","ENSMUSG00000018401"
"1804","ENSMUST00000018549","ENSMUSG00000018405","Mrm1","11","protein_coding",84813061,84819515,3,"Mrm1","ENSMUSG00000018405"
"1805","ENSMUST00000106992","ENSMUSG00000018411","Mapt","11","protein_coding",104231390,104332090,12,"Mapt","ENSMUSG00000018411"
"1806","ENSMUST00000018556","ENSMUSG00000018412","Kansl1","11","protein_coding",104333501,104468861,6,"Kansl1","ENSMUSG00000018412"
